id,dam,sire,Year
BS1820,NA,NA,NA
BS7624,NA,NA,NA
BS4993,NA,NA,NA
BS21160,NA,NA,NA
BS6697,NA,NA,NA
BS7291,NA,NA,NA
BS25282,NA,NA,NA
BS1679,NA,NA,NA
BS1794,NA,NA,NA
BS25294,NA,NA,NA
BS7623,NA,NA,NA
BS4962,NA,NA,NA
BS6167,NA,NA,NA
BS25620,NA,NA,NA
CF3848,NA,NA,NA
BS6183,NA,NA,NA
CF4575,NA,NA,NA
BS1860,NA,NA,NA
CF3875,NA,NA,NA
BS479,NA,NA,NA
BS939,NA,NA,NA
BS6223,NA,NA,NA
BS5354,NA,NA,NA
BS4953,NA,NA,NA
BS25742,NA,NA,NA
BS11320,NA,NA,NA
BS1395,NA,NA,NA
BS6791,NA,NA,NA
BS1947,NA,NA,NA
BS6150,NA,NA,NA
BS6057,NA,NA,NA
BS6242,NA,NA,NA
BS25867,NA,NA,NA
BS6240,NA,NA,NA
BS23237,NA,NA,NA
BS1936,NA,NA,NA
BS6418,NA,NA,NA
BS4790,NA,NA,NA
BS4578,NA,NA,NA
BS4934,NA,NA,NA
BS6260,NA,NA,NA
BS6063,NA,NA,NA
BS6411,NA,NA,NA
BS25239,NA,NA,NA
BS21170,NA,NA,NA
BS6762,NA,NA,NA
BS22523,NA,NA,NA
BS4555,NA,NA,NA
BS1317,NA,NA,NA
BS1522,NA,NA,NA
BS21781,NA,NA,NA
BS1375,NA,NA,NA
BS4732,NA,NA,NA
BS4735,NA,NA,NA
BS1525,NA,NA,NA
BS1803,NA,NA,NA
BS355,NA,NA,NA
CF4530,NA,NA,NA
BS4950,NA,NA,NA
BS6258,NA,NA,NA
BS6421,NA,NA,NA
BS5312,NA,NA,NA
BS5373,NA,NA,NA
BS4565,NA,NA,NA
BS6783,NA,NA,NA
BS1879,NA,NA,NA
BS5385,NA,NA,NA
BS1694,NA,NA,NA
BS10545,NA,NA,NA
BS4770,NA,NA,NA
BS6244,NA,NA,NA
BS6686,NA,NA,NA
BS455,NA,NA,NA
BS6701,NA,NA,NA
BS903,NA,NA,NA
BS6191,NA,NA,NA
BS874,NA,NA,NA
BS6790,NA,NA,NA
BS849,NA,NA,NA
BS22529,NA,NA,NA
BS5194,NA,NA,NA
BS23224,NA,NA,NA
BS8692,NA,NA,NA
BS5236,NA,NA,NA
BS10502,NA,NA,NA
BS5012,NA,NA,NA
BS19047,NA,NA,NA
BS6661,NA,NA,NA
BS7295,NA,NA,NA
BS25309,NA,NA,NA
BS1784,NA,NA,NA
BS5808,NA,NA,NA
BS9802,NA,NA,NA
BS863,NA,NA,NA
BS1926,NA,NA,NA
BS5363,NA,NA,NA
BS5304,NA,NA,NA
BS6137,NA,NA,NA
BS21143,NA,NA,NA
BS1900,NA,NA,NA
BS8170,NA,NA,NA
CF3102,NA,NA,NA
BS33,NA,NA,NA
BS22519,NA,NA,NA
BS6121,NA,NA,NA
BS21755,NA,NA,NA
BS5234,NA,NA,NA
BS897,NA,NA,NA
BS5023,NA,NA,NA
BS9038,NA,NA,NA
BS10665,NA,NA,NA
BS5805,NA,NA,NA
BS5206,NA,NA,NA
BS10625,NA,NA,NA
BS1014,NA,NA,NA
BS25813,NA,NA,NA
BS11134,NA,NA,NA
BS4729,NA,NA,NA
CF3399,NA,NA,NA
BS5832,NA,NA,NA
BS4775,NA,NA,NA
BS7297,NA,NA,NA
BS9039,NA,NA,NA
BS5241,NA,NA,NA
BS20560,NA,NA,NA
BS1799,NA,NA,NA
BS6516,NA,NA,NA
BS1983,NA,NA,NA
BS19094,NA,NA,NA
BS25225,NA,NA,NA
BS22511,NA,NA,NA
CF3519,NA,NA,NA
CF4591,NA,NA,NA
BS25806,NA,NA,NA
BS5216,NA,NA,NA
BS5358,NA,NA,NA
BS6430,NA,NA,NA
BS6431,NA,NA,NA
BS979,NA,NA,NA
BS6056,NA,NA,NA
BS6416,NA,NA,NA
BS22861,NA,NA,NA
BS6177,NA,NA,NA
BS4925,NA,NA,NA
BS6766,NA,NA,NA
BS4438,NA,NA,NA
BS6444,NA,NA,NA
BS28280,NA,NA,NA
BS5365,NA,NA,NA
BS3798,NA,NA,NA
BS11330,NA,NA,NA
BS6682,NA,NA,NA
BS4908,NA,NA,NA
BS10910,NA,NA,NA
BS5834,NA,NA,NA
BS6663,NA,NA,NA
BS6459,NA,NA,NA
BS6227,NA,NA,NA
BS837,NA,NA,NA
BS6158,NA,NA,NA
BS1462,NA,NA,NA
BS1882,NA,NA,NA
BS9019,NA,NA,NA
CF3069,NA,NA,NA
BS28296,NA,NA,NA
BS1990,NA,NA,NA
BS5240,NA,NA,NA
BS22552,NA,NA,NA
BS6410,NA,NA,NA
BS6097,NA,NA,NA
BS23609,NA,NA,NA
BS6700,NA,NA,NA
BS6677,NA,NA,NA
BS867,NA,NA,NA
BS5319,NA,NA,NA
BS10914,NA,NA,NA
BS87,NA,NA,NA
BS25744,NA,NA,NA
BS6053,NA,NA,NA
BS5874,NA,NA,NA
BS8595,NA,NA,NA
BS372,NA,NA,NA
BS21136,NA,NA,NA
BS21548,NA,NA,NA
BS6458,NA,NA,NA
BS4800,NA,NA,NA
BS6452,NA,NA,NA
BS1513,NA,NA,NA
BS1336,NA,NA,NA
BS25229,NA,NA,NA
BS5857,NA,NA,NA
BS7192,NA,NA,NA
BS6229,NA,NA,NA
BS10909,NA,NA,NA
CF3055,NA,NA,NA
BS25297,NA,NA,NA
BS11048,NA,NA,NA
BS12409,NA,NA,NA
BS11129,NA,NA,NA
BS453,NA,NA,NA
BS11748,NA,NA,NA
BS6695,NA,NA,NA
BS179,NA,NA,NA
BS11321,NA,NA,NA
BS12992,NA,NA,NA
BS12889,NA,NA,NA
BS11023,NA,NA,NA
BS6404,NA,NA,NA
BS5195,NA,NA,NA
BS12953,NA,NA,NA
BS25801,NA,NA,NA
BS6445,NA,NA,NA
BS9630,NA,NA,NA
BS11329,NA,NA,NA
BS1798,NA,NA,NA
BS23202,NA,NA,NA
BS11334,NA,NA,NA
BS5282,NA,NA,NA
BS25810,NA,NA,NA
BS25283,NA,NA,NA
BS6781,NA,NA,NA
BS22539,NA,NA,NA
BS19405,NA,NA,NA
BS21149,NA,NA,NA
BS4916,NA,NA,NA
BS1318,NA,NA,NA
BS12763,NA,NA,NA
BS25822,NA,NA,NA
CF4446,NA,NA,NA
BS6123,NA,NA,NA
CF4438,NA,NA,NA
BS6204,NA,NA,NA
BS11752,NA,NA,NA
BS1795,NA,NA,NA
BS11047,NA,NA,NA
BS19045,NA,NA,NA
BS25874,NA,NA,NA
BS19630,NA,NA,NA
BS21627,NA,NA,NA
BS11029,NA,NA,NA
BS20057,NA,NA,NA
BS1979,NA,NA,NA
BS5209,NA,NA,NA
BS10541,NA,NA,NA
BS21632,NA,NA,NA
BS21152,NA,NA,NA
BS19764,NA,NA,NA
BS11054,NA,NA,NA
BS21454,NA,NA,NA
BS22964,NA,NA,NA
BS21171,NA,NA,NA
BS21452,NA,NA,NA
BS21132,NA,NA,NA
BS23209,NA,NA,NA
BS11823,NA,NA,NA
BS25288,NA,NA,NA
BS21798,NA,NA,NA
BS21626,NA,NA,NA
BS25879,NA,NA,NA
BS19557,NA,NA,NA
BS27592,NA,NA,NA
BS23664,NA,NA,NA
BS5776,NA,NA,NA
BS28412,NA,NA,NA
BS20040,NA,NA,NA
BS28270,NA,NA,NA
BS21163,NA,NA,NA
BS8023,NA,NA,NA
BS25393,NA,NA,NA
BS25400,NA,NA,NA
BS10385,NA,NA,NA
BS10382,NA,NA,NA
BS28283,NA,NA,NA
BS10855,NA,NA,NA
BS25298,NA,NA,NA
BS27618,NA,NA,NA
BS30130,NA,NA,NA
BS28611,NA,NA,NA
BS28605,NA,NA,NA
BS31298,NA,NA,NA
BS23561,NA,NA,NA
BS5823,NA,NA,NA
BS6247,NA,NA,NA
BS5866,NA,NA,NA
BS7296,NA,NA,NA
BS5867,NA,NA,NA
BS74,NA,NA,NA
BS6185,NA,NA,NA
BS6108,NA,NA,NA
BS6463,NA,NA,NA
BS5806,NA,NA,NA
BS6443,NA,NA,NA
BS6224,NA,NA,NA
BS6789,NA,NA,NA
BS6649,NA,NA,NA
BS6757,NA,NA,NA
BS5259,NA,NA,NA
BS6947,NA,NA,NA
BS1399,NA,NA,NA
BS25748,NA,NA,NA
BS6439,NA,NA,NA
BS6203,NA,NA,NA
BS7202,NA,NA,NA
BS1970,NA,NA,NA
BS6230,NA,NA,NA
BS10532,NA,NA,NA
BS1989,NA,NA,NA
BS5005,NA,NA,NA
BS1809,NA,NA,NA
BS7279,NA,NA,NA
BS10660,NA,NA,NA
BS5807,NA,NA,NA
BS1415,NA,NA,NA
BS9632,NA,NA,NA
BS9636,NA,NA,NA
BS6769,NA,NA,NA
BS6679,NA,NA,NA
BS10513,NA,NA,NA
BS6775,NA,NA,NA
BS1815,NA,NA,NA
BS10611,NA,NA,NA
BS11053,NA,NA,NA
BS9691,NA,NA,NA
BS6238,NA,NA,NA
BS11749,NA,NA,NA
BS28402,NA,NA,NA
BS27645,NA,NA,NA
BS10916,NA,NA,NA
BS9827,NA,NA,NA
BS10617,NA,NA,NA
BS11143,NA,NA,NA
BS5819,NA,NA,NA
CF3522,NA,NA,NA
CF3393,NA,NA,NA
BS375,NA,NA,NA
BS23625,NA,NA,NA
BS6094,NA,NA,NA
BS6433,NA,NA,NA
CF4418,NA,NA,NA
BS11151,NA,NA,NA
BS12886,NA,NA,NA
BS12676,NA,NA,NA
BS25846,NA,NA,NA
BS11150,NA,NA,NA
BS19098,NA,NA,NA
BS11337,NA,NA,NA
BS19044,NA,NA,NA
BS28042,NA,NA,NA
BS10583,NA,NA,NA
BS11999,NA,NA,NA
BS10620,NA,NA,NA
BS19065,NA,NA,NA
BS11051,NA,NA,NA
BS19768,NA,NA,NA
BS20065,NA,NA,NA
BS21410,NA,NA,NA
BS21345,NA,NA,NA
BS21154,NA,NA,NA
BS21138,NA,NA,NA
BS19042,NA,NA,NA
BS20055,NA,NA,NA
BS21161,NA,NA,NA
BS25414,NA,NA,NA
BS25196,NA,NA,NA
BS23640,NA,NA,NA
BS19977,NA,NA,NA
BS8831,NA,NA,NA
BS25833,NA,NA,NA
BS25840,NA,NA,NA
BS25829,NA,NA,NA
BS25835,NA,NA,NA
BS22550,NA,NA,NA
BS22533,NA,NA,NA
BS27924,NA,NA,NA
BS28048,NA,NA,NA
BS25853,NA,NA,NA
BS27601,NA,NA,NA
BS28403,NA,NA,NA
BS28645,NA,NA,NA
BS25830,NA,NA,NA
BS29956,NA,NA,NA
BS28656,NA,NA,NA
BS28267,NA,NA,NA
BS29961,NA,NA,NA
BS21633,NA,NA,NA
BS30431,NA,NA,NA
BS19073,NA,NA,NA
BS19097,NA,NA,NA
BS25226,NA,NA,NA
BS21611,NA,NA,NA
BS19071,NA,NA,NA
BS1999,NA,NA,NA
BS12956,NA,NA,NA
BS21529,NA,NA,NA
BS22862,NA,NA,NA
BS20555,NA,NA,NA
BS22872,NA,NA,NA
BS25746,NA,NA,NA
BS25227,NA,NA,NA
BS25755,NA,NA,NA
BS19905,NA,NA,NA
BS25349,NA,NA,NA
BS8033,NA,NA,NA
BS28286,NA,NA,NA
BS28062,NA,NA,NA
BS28272,NA,NA,NA
BS28593,NA,NA,NA
BS27765,NA,NA,NA
BS28264,NA,NA,NA
BS30359,NA,NA,NA
BS31243,NA,NA,NA
BS28282,NA,NA,NA
BS21778,NA,NA,NA
BS25876,NA,NA,NA
BS27588,NA,NA,NA
BS28273,NA,NA,NA
BS21725,NA,NA,NA
BS22772,NA,NA,NA
BS30129,NA,NA,NA
BS28261,NA,NA,NA
BS28274,NA,NA,NA
BS30348,NA,NA,NA
BS31234,NA,NA,NA
BS29165,NA,NA,NA
BS29963,NA,NA,NA
BS28293,NA,NA,NA
CF3105,NA,NA,NA
CF3128,NA,NA,NA
CF122,NA,NA,NA
CF3797,NA,NA,NA
CF3789,NA,NA,NA
CF3796,NA,NA,NA
CF3539,NA,NA,NA
CF3049,NA,NA,NA
BS1790,NA,NA,NA
CF3527,NA,NA,NA
CF4464,NA,NA,NA
CF3048,NA,NA,NA
CF3106,NA,NA,NA
BS92,NA,NA,NA
BS60,NA,NA,NA
BS15,NA,NA,NA
BS41,NA,NA,NA
BS17,NA,NA,NA
BS9,NA,NA,NA
BS34,NA,NA,NA
CF3535,NA,NA,NA
BS152,NA,NA,NA
BS1758,NA,NA,NA
CF157,NA,NA,NA
CF3551,NA,NA,NA
BS319,NA,NA,NA
BS323,NA,NA,NA
CF3795,NA,NA,NA
CF108,NA,NA,NA
BS315,NA,NA,NA
52843247,NA,NA,NA
CF3184,NA,NA,NA
52843203,NA,NA,NA
CF4468,NA,NA,NA
CF4476,NA,NA,NA
BS32,NA,NA,NA
CF4451,NA,NA,NA
BS29,NA,NA,NA
CF4486,NA,NA,NA
BS25,NA,NA,NA
CF3372,NA,NA,NA
BS7,NA,NA,NA
CF3504,NA,NA,NA
BS4,NA,NA,NA
BS1763,NA,NA,NA
CF3153,NA,NA,NA
BS5,NA,NA,NA
BS37,NA,NA,NA
CF4457,NA,NA,NA
BS1755,NA,NA,NA
BS1767,NA,NA,NA
BS1524,NA,NA,NA
CF3043,NA,NA,NA
BS396,NA,NA,NA
CF6212,NA,NA,NA
BS1782,NA,NA,NA
BS404,NA,NA,NA
BS189,NA,NA,NA
CF4462,NA,NA,NA
CF3507,NA,NA,NA
BS196,NA,NA,NA
BS409,NA,NA,NA
CF3513,NA,NA,NA
BS14,NA,NA,NA
BS168,NA,NA,NA
BS4772,NA,NA,NA
BS48,NA,NA,NA
BS1003,NA,NA,NA
CF4482,NA,NA,NA
BS193,NA,NA,NA
BS198,NA,NA,NA
BS1006,NA,NA,NA
BS192,NA,NA,NA
BS8187,NA,NA,NA
BS21159,NA,NA,NA
BS21642,NA,NA,NA
BS6646,NA,NA,NA
BS6196,NA,NA,NA
CF3173,NA,NA,NA
CF3028,NA,NA,NA
BS164,NA,NA,NA
BS21403,NA,NA,NA
BS5201,NA,NA,NA
BS6195,NA,NA,NA
BS21526,NA,NA,NA
BS6207,NA,NA,NA
CF4469,NA,NA,NA
BS1338,NA,NA,NA
BS1956,NA,NA,NA
BS35,NA,NA,NA
BS22503,NA,NA,NA
CF3294,NA,NA,NA
BS377,NA,NA,NA
BS7283,NA,NA,NA
BS5266,NA,NA,NA
BS5313,NA,NA,NA
BS4981,NA,NA,NA
BS1855,NA,NA,NA
BS1960,NA,NA,NA
BS5230,NA,NA,NA
CF3880,NA,NA,NA
BS6462,NA,NA,NA
BS423,NA,NA,NA
CF4563,NA,NA,NA
BS1021,NA,NA,NA
BS5310,NA,NA,NA
BS1410,NA,NA,NA
BS5331,NA,NA,NA
CF3766,NA,NA,NA
BS6186,NA,NA,NA
BS1891,NA,NA,NA
BS1463,NA,NA,NA
BS5340,NA,NA,NA
BS5379,NA,NA,NA
BS1086,NA,NA,NA
BS11333,NA,NA,NA
BS6253,NA,NA,NA
BS5316,NA,NA,NA
BS1056,NA,NA,NA
BS4947,NA,NA,NA
BS6423,NA,NA,NA
BS4564,NA,NA,NA
BS5371,NA,NA,NA
BS23603,NA,NA,NA
BS5343,NA,NA,NA
CF3863,NA,NA,NA
BS6188,NA,NA,NA
BS5333,NA,NA,NA
BS440,NA,NA,NA
BS1858,NA,NA,NA
BS7256,NA,NA,NA
BS5323,NA,NA,NA
BS27647,NA,NA,NA
BS478,NA,NA,NA
BS6451,NA,NA,NA
BS6417,NA,NA,NA
BS1496,NA,NA,NA
BS4575,NA,NA,NA
BS1934,NA,NA,NA
BS477,NA,NA,NA
BS6128,NA,NA,NA
BS6173,NA,NA,NA
BS6691,NA,NA,NA
BS5287,NA,NA,NA
BS1909,NA,NA,NA
CF3894,NA,NA,NA
BS5400,NA,NA,NA
BS4930,NA,NA,NA
CF3891,NA,NA,NA
CF3893,NA,NA,NA
CF3888,NA,NA,NA
BS1921,NA,NA,NA
BS6765,NA,NA,NA
BS4910,NA,NA,NA
BS4971,NA,NA,NA
BS307,NA,NA,NA
BS1313,NA,NA,NA
BS1991,NA,NA,NA
BS5202,NA,NA,NA
CF3045,NA,NA,NA
BS27801,NA,NA,NA
BS5211,NA,NA,NA
BS1971,NA,NA,NA
