"id","dam","sire","Year"
1301346,1146938,1146941,1992
1301347,1145776,1146948,1992
1301348,1146913,5087521,1992
1301349,5078504,6843762,1992
1301350,1141555,6843703,1992
1301352,5087755,6843643,1992
1301353,1138053,2869755,1992
1301354,1131685,1301122,1992
1301732,1141204,5092062,1993
1301733,1138028,5054030,1993
1301734,1145774,1145778,1993
1301735,1141583,1146950,1993
1301736,1146919,6843537,1993
1301737,1141250,6843702,1993
1301738,1141242,1141570,1993
1301739,1141246,1146917,1993
1301740,5079713,6843600,1993
1301742,1141210,6808989,1993
1301743,1131609,1141588,1993
1301744,6843505,6843580,1993
1301745,1146916,1146931,1993
1301747,6843594,6843689,1993
1301748,1146887,1146949,1993
1301749,1436692,6843782,1993
1301750,5079798,6843521,1993
1301751,1146942,5078997,1993
1301752,1141224,1146728,1993
1301753,1141203,6843743,1993
1301754,1141586,1405768,1993
1301755,1141217,5078990,1993
1301756,1131640,5078977,1993
1301757,1146907,5078991,1993
1301758,1138053,2869755,1993
1301759,6843542,6843649,1993
1301760,1145751,1145765,1993
1301761,5079721,5092002,1993
1301762,2869669,6843530,1993
1301763,1141236,1146886,1993
1301764,1131685,1301122,1993
1301765,1141201,6843741,1993
1301766,1141240,5092169,1993
1301767,1145776,1146948,1993
1301768,1141590,5078532,1993
1301770,5079726,5079731,1993
1301771,1146913,5087521,1993
1301772,1146888,1146923,1993
1301773,1145762,1145768,1993
1301775,1146882,6843740,1993
1301776,5078531,6843625,1993
1301777,5092171,6843613,1993
1301778,1145754,1371803,1993
1301779,1141581,1147759,1993
